attribute,importance,model,method,dataset
V181,0.0020673076923076,SVC_0,0,madelon
V182,0.0028846153846153,SVC_0,0,madelon
V183,0.0010576923076923,SVC_0,0,madelon
V184,0.0009134615384615,SVC_0,0,madelon
V185,0.0002403846153846,SVC_0,0,madelon
V186,0.0012980769230769,SVC_0,0,madelon
V187,0.0013942307692307,SVC_0,0,madelon
V188,0.0013942307692307,SVC_0,0,madelon
V189,0.0025480769230769,SVC_0,0,madelon
V190,0.0005288461538461,SVC_0,0,madelon
V191,0.0012499999999999,SVC_0,0,madelon
V192,0.0016346153846153,SVC_0,0,madelon
V193,0.0018749999999999,SVC_0,0,madelon
V194,0.001826923076923,SVC_0,0,madelon
V195,0.0012980769230769,SVC_0,0,madelon
V196,0.0003846153846153,SVC_0,0,madelon
V197,0.0002403846153846,SVC_0,0,madelon
V198,0.0005288461538461,SVC_0,0,madelon
V199,0.0,SVC_0,0,madelon
V200,-0.0003846153846153,SVC_0,0,madelon
V201,0.001201923076923,SVC_0,0,madelon
V202,0.0010576923076923,SVC_0,0,madelon
V203,0.0019711538461538,SVC_0,0,madelon
V204,0.0028365384615384,SVC_0,0,madelon
V205,0.0043749999999999,SVC_0,0,madelon
V206,0.0001442307692307,SVC_0,0,madelon
V207,0.0032211538461538,SVC_0,0,madelon
V208,0.0004807692307692,SVC_0,0,madelon
V209,0.000576923076923,SVC_0,0,madelon
V210,0.0014903846153846,SVC_0,0,madelon
V211,0.0013461538461538,SVC_0,0,madelon
V212,0.003076923076923,SVC_0,0,madelon
V213,0.001201923076923,SVC_0,0,madelon
V214,0.001826923076923,SVC_0,0,madelon
V215,0.0002403846153846,SVC_0,0,madelon
V216,0.0020673076923076,SVC_0,0,madelon
V217,0.0013461538461538,SVC_0,0,madelon
V218,0.0013942307692307,SVC_0,0,madelon
V219,0.0004807692307692,SVC_0,0,madelon
V220,0.0004326923076923,SVC_0,0,madelon
V221,0.0007692307692307,SVC_0,0,madelon
V222,0.0020673076923076,SVC_0,0,madelon
V223,0.002451923076923,SVC_0,0,madelon
V224,0.0017307692307692,SVC_0,0,madelon
V225,0.002451923076923,SVC_0,0,madelon
V226,0.0010096153846153,SVC_0,0,madelon
V227,0.0016826923076923,SVC_0,0,madelon
V228,0.0004326923076923,SVC_0,0,madelon
V229,0.0,SVC_0,0,madelon
V230,0.0004326923076923,SVC_0,0,madelon
V231,0.0014903846153846,SVC_0,0,madelon
V232,0.0014423076923076,SVC_0,0,madelon
V233,0.0016826923076923,SVC_0,0,madelon
V234,0.0015384615384615,SVC_0,0,madelon
V235,0.0009134615384615,SVC_0,0,madelon
V236,0.0014423076923076,SVC_0,0,madelon
V237,0.0009615384615384,SVC_0,0,madelon
V238,0.0004326923076923,SVC_0,0,madelon
V239,0.0018749999999999,SVC_0,0,madelon
V240,0.0010096153846153,SVC_0,0,madelon
V241,0.0023557692307692,SVC_0,0,madelon
V242,-0.0059134615384615,SVC_0,0,madelon
V243,0.0012980769230769,SVC_0,0,madelon
V244,-0.0001923076923076,SVC_0,0,madelon
V245,0.0016826923076923,SVC_0,0,madelon
V246,0.0019711538461538,SVC_0,0,madelon
V247,0.0013461538461538,SVC_0,0,madelon
V248,0.0006249999999999,SVC_0,0,madelon
V249,0.0010096153846153,SVC_0,0,madelon
V250,0.0007692307692307,SVC_0,0,madelon
V251,0.0014903846153846,SVC_0,0,madelon
V252,0.0010576923076923,SVC_0,0,madelon
V253,0.0004807692307692,SVC_0,0,madelon
V254,0.0020192307692307,SVC_0,0,madelon
V255,0.0009134615384615,SVC_0,0,madelon
V256,0.0017307692307692,SVC_0,0,madelon
V257,0.0018749999999999,SVC_0,0,madelon
V258,0.0032211538461538,SVC_0,0,madelon
V259,0.001826923076923,SVC_0,0,madelon
V260,9.61538461538458e-05,SVC_0,0,madelon
V261,0.0008173076923076,SVC_0,0,madelon
V262,0.0002884615384615,SVC_0,0,madelon
V263,0.0010096153846153,SVC_0,0,madelon
V264,0.0019230769230769,SVC_0,0,madelon
V265,0.0005288461538461,SVC_0,0,madelon
V266,0.0016346153846153,SVC_0,0,madelon
V267,0.0035096153846153,SVC_0,0,madelon
V268,0.001201923076923,SVC_0,0,madelon
V269,0.0014903846153846,SVC_0,0,madelon
V270,0.0013461538461538,SVC_0,0,madelon
V271,0.0004326923076923,SVC_0,0,madelon
V272,0.0026923076923076,SVC_0,0,madelon
V273,0.0034134615384615,SVC_0,0,madelon
V274,0.003076923076923,SVC_0,0,madelon
V275,0.0009615384615384,SVC_0,0,madelon
V276,0.0011057692307692,SVC_0,0,madelon
V277,0.0,SVC_0,0,madelon
V278,0.0016346153846153,SVC_0,0,madelon
V279,0.0012499999999999,SVC_0,0,madelon
V280,0.0024999999999999,SVC_0,0,madelon
V281,0.0,SVC_0,0,madelon
V282,0.0009134615384615,SVC_0,0,madelon
V283,0.0001442307692307,SVC_0,0,madelon
V284,0.0,SVC_0,0,madelon
V285,0.0013942307692307,SVC_0,0,madelon
V286,0.0041826923076922,SVC_0,0,madelon
V287,0.0014423076923076,SVC_0,0,madelon
V288,0.0035096153846153,SVC_0,0,madelon
V289,0.0007211538461538,SVC_0,0,madelon
V290,0.0006730769230769,SVC_0,0,madelon
V291,0.0010096153846153,SVC_0,0,madelon
V292,0.0021153846153846,SVC_0,0,madelon
V293,0.0001923076923076,SVC_0,0,madelon
V294,0.0005288461538461,SVC_0,0,madelon
V295,0.0033173076923076,SVC_0,0,madelon
V296,0.0025961538461538,SVC_0,0,madelon
V297,0.0010576923076923,SVC_0,0,madelon
V298,0.0010096153846153,SVC_0,0,madelon
V299,0.0015865384615384,SVC_0,0,madelon
V300,0.0013942307692307,SVC_0,0,madelon
V301,0.0024999999999999,SVC_0,0,madelon
V302,0.0008173076923076,SVC_0,0,madelon
V303,0.0003846153846153,SVC_0,0,madelon
V304,0.0011538461538461,SVC_0,0,madelon
V305,0.0061057692307692,SVC_0,0,madelon
V306,0.0015865384615384,SVC_0,0,madelon
V307,0.0014423076923076,SVC_0,0,madelon
V308,0.0007692307692307,SVC_0,0,madelon
V309,0.0023557692307692,SVC_0,0,madelon
V310,0.0013461538461538,SVC_0,0,madelon
V311,0.0003846153846153,SVC_0,0,madelon
V312,0.0010576923076923,SVC_0,0,madelon
V313,-0.0003365384615384,SVC_0,0,madelon
V314,0.0013461538461538,SVC_0,0,madelon
V315,0.0008173076923076,SVC_0,0,madelon
V316,0.0016346153846153,SVC_0,0,madelon
V317,0.0008173076923076,SVC_0,0,madelon
V318,4.807692307692291e-05,SVC_0,0,madelon
V319,0.0101442307692307,SVC_0,0,madelon
V320,0.0017307692307692,SVC_0,0,madelon
V321,0.0009134615384615,SVC_0,0,madelon
V322,-0.0001442307692307,SVC_0,0,madelon
V323,0.0020192307692307,SVC_0,0,madelon
V324,0.0003365384615384,SVC_0,0,madelon
V325,0.0003846153846153,SVC_0,0,madelon
V326,0.0009615384615384,SVC_0,0,madelon
V327,0.0008653846153846,SVC_0,0,madelon
V328,0.0013942307692307,SVC_0,0,madelon
V329,0.0014903846153846,SVC_0,0,madelon
V330,0.0025480769230769,SVC_0,0,madelon
V331,0.0009615384615384,SVC_0,0,madelon
V332,0.0009615384615384,SVC_0,0,madelon
V333,0.0,SVC_0,0,madelon
V334,0.0015384615384615,SVC_0,0,madelon
V335,0.0019230769230769,SVC_0,0,madelon
V336,0.0015384615384615,SVC_0,0,madelon
V337,9.61538461538458e-05,SVC_0,0,madelon
V338,0.0017788461538461,SVC_0,0,madelon
V339,0.0060096153846153,SVC_0,0,madelon
V340,0.0010096153846153,SVC_0,0,madelon
V341,0.0022115384615384,SVC_0,0,madelon
V342,9.61538461538458e-05,SVC_0,0,madelon
V343,0.0005288461538461,SVC_0,0,madelon
V344,0.0004326923076923,SVC_0,0,madelon
V345,0.0021634615384615,SVC_0,0,madelon
V346,0.0005288461538461,SVC_0,0,madelon
V347,0.0002884615384615,SVC_0,0,madelon
V348,0.0013461538461538,SVC_0,0,madelon
V349,0.0015384615384615,SVC_0,0,madelon
V350,0.0016346153846153,SVC_0,0,madelon
V351,0.0007211538461538,SVC_0,0,madelon
V352,0.0029326923076922,SVC_0,0,madelon
V353,0.0011057692307692,SVC_0,0,madelon
V354,0.0002884615384615,SVC_0,0,madelon
V355,0.0008173076923076,SVC_0,0,madelon
V356,0.0010096153846153,SVC_0,0,madelon
V357,0.0012980769230769,SVC_0,0,madelon
V358,0.0001923076923076,SVC_0,0,madelon
V359,0.0009615384615384,SVC_0,0,madelon
V360,0.0036538461538461,SVC_0,0,madelon
V361,0.0026442307692307,SVC_0,0,madelon
V362,0.0020192307692307,SVC_0,0,madelon
V363,0.0041346153846153,SVC_0,0,madelon
V364,0.0017788461538461,SVC_0,0,madelon
V365,0.0006730769230769,SVC_0,0,madelon
V366,0.0039903846153846,SVC_0,0,madelon
V367,0.0016346153846153,SVC_0,0,madelon
V368,0.0012499999999999,SVC_0,0,madelon
V369,0.001201923076923,SVC_0,0,madelon
V370,0.0026442307692307,SVC_0,0,madelon
V371,0.0024038461538461,SVC_0,0,madelon
V372,0.0034615384615384,SVC_0,0,madelon
V373,0.0002884615384615,SVC_0,0,madelon
V374,0.0013461538461538,SVC_0,0,madelon
V375,0.0015865384615384,SVC_0,0,madelon
V376,0.0008653846153846,SVC_0,0,madelon
V377,0.0012980769230769,SVC_0,0,madelon
V378,0.0018749999999999,SVC_0,0,madelon
V379,0.0101923076923076,SVC_0,0,madelon
V380,0.0019230769230769,SVC_0,0,madelon
V381,0.0011538461538461,SVC_0,0,madelon
V382,0.0008173076923076,SVC_0,0,madelon
V383,0.0029326923076922,SVC_0,0,madelon
V384,0.0009134615384615,SVC_0,0,madelon
V385,0.0018749999999999,SVC_0,0,madelon
V386,0.0002884615384615,SVC_0,0,madelon
V387,0.0026923076923076,SVC_0,0,madelon
V388,0.0001442307692307,SVC_0,0,madelon
V389,0.0012499999999999,SVC_0,0,madelon
V390,0.0019230769230769,SVC_0,0,madelon
V391,0.0007211538461538,SVC_0,0,madelon
V392,0.0020673076923076,SVC_0,0,madelon
V393,0.0006730769230769,SVC_0,0,madelon
V394,0.0023557692307692,SVC_0,0,madelon
V395,0.0004807692307692,SVC_0,0,madelon
V396,0.0009615384615384,SVC_0,0,madelon
V397,0.0009134615384615,SVC_0,0,madelon
V398,0.0037980769230769,SVC_0,0,madelon
V399,0.0016346153846153,SVC_0,0,madelon
V400,0.0011538461538461,SVC_0,0,madelon
V401,0.0009134615384615,SVC_0,0,madelon
V402,0.0015865384615384,SVC_0,0,madelon
V403,0.0001442307692307,SVC_0,0,madelon
V404,0.0013461538461538,SVC_0,0,madelon
V405,0.0,SVC_0,0,madelon
V406,0.0015384615384615,SVC_0,0,madelon
V407,0.0025480769230769,SVC_0,0,madelon
V408,0.0001923076923076,SVC_0,0,madelon
V409,0.0014903846153846,SVC_0,0,madelon
V410,0.0013461538461538,SVC_0,0,madelon
V411,0.0023557692307692,SVC_0,0,madelon
V412,0.0039903846153846,SVC_0,0,madelon
V413,0.0007211538461538,SVC_0,0,madelon
V414,-0.0001442307692307,SVC_0,0,madelon
V415,0.0009134615384615,SVC_0,0,madelon
V416,0.0015865384615384,SVC_0,0,madelon
V417,0.0009615384615384,SVC_0,0,madelon
V418,0.002451923076923,SVC_0,0,madelon
V419,0.0008653846153846,SVC_0,0,madelon
V420,0.0013461538461538,SVC_0,0,madelon
V421,0.0009615384615384,SVC_0,0,madelon
V422,0.0006730769230769,SVC_0,0,madelon
V423,0.0003365384615384,SVC_0,0,madelon
V424,0.0,SVC_0,0,madelon
V425,0.0011057692307692,SVC_0,0,madelon
V426,0.000576923076923,SVC_0,0,madelon
V427,0.0008653846153846,SVC_0,0,madelon
V428,0.0024999999999999,SVC_0,0,madelon
V429,0.0018749999999999,SVC_0,0,madelon
V430,0.0003365384615384,SVC_0,0,madelon
V431,0.0006730769230769,SVC_0,0,madelon
V432,0.0020673076923076,SVC_0,0,madelon
V433,0.0002403846153846,SVC_0,0,madelon
V434,0.0059134615384615,SVC_0,0,madelon
V435,0.0006730769230769,SVC_0,0,madelon
V436,0.003076923076923,SVC_0,0,madelon
V437,0.0003365384615384,SVC_0,0,madelon
V438,0.0016346153846153,SVC_0,0,madelon
V439,0.0014903846153846,SVC_0,0,madelon
V440,0.0006249999999999,SVC_0,0,madelon
V441,0.0013942307692307,SVC_0,0,madelon
V442,0.0007692307692307,SVC_0,0,madelon
V443,0.0164423076923076,SVC_0,0,madelon
V444,0.0019230769230769,SVC_0,0,madelon
V445,-0.0003365384615384,SVC_0,0,madelon
V446,0.0002403846153846,SVC_0,0,madelon
V447,0.001201923076923,SVC_0,0,madelon
V448,0.0010096153846153,SVC_0,0,madelon
V449,0.0020673076923076,SVC_0,0,madelon
V450,0.000576923076923,SVC_0,0,madelon
V451,0.0007692307692307,SVC_0,0,madelon
V452,0.0011057692307692,SVC_0,0,madelon
V453,0.000576923076923,SVC_0,0,madelon
V454,0.0090865384615384,SVC_0,0,madelon
V455,0.0011538461538461,SVC_0,0,madelon
V456,0.007451923076923,SVC_0,0,madelon
V457,0.0009615384615384,SVC_0,0,madelon
V458,0.0025961538461538,SVC_0,0,madelon
V459,0.0014423076923076,SVC_0,0,madelon
V460,0.0020192307692307,SVC_0,0,madelon
V461,0.0028846153846153,SVC_0,0,madelon
V462,0.0013942307692307,SVC_0,0,madelon
V463,0.0032211538461538,SVC_0,0,madelon
V464,0.0044711538461538,SVC_0,0,madelon
V465,0.0008173076923076,SVC_0,0,madelon
V466,0.0013461538461538,SVC_0,0,madelon
V467,0.0009134615384615,SVC_0,0,madelon
V468,0.0018749999999999,SVC_0,0,madelon
V469,0.0010576923076923,SVC_0,0,madelon
V470,0.001826923076923,SVC_0,0,madelon
V471,0.0024038461538461,SVC_0,0,madelon
V472,0.0009615384615384,SVC_0,0,madelon
V473,0.0031730769230769,SVC_0,0,madelon
V474,4.807692307692291e-05,SVC_0,0,madelon
V475,0.0007692307692307,SVC_0,0,madelon
V476,-0.0072596153846153,SVC_0,0,madelon
V477,0.0017307692307692,SVC_0,0,madelon
V478,0.0019230769230769,SVC_0,0,madelon
V479,0.0010576923076923,SVC_0,0,madelon
V480,0.0012980769230769,SVC_0,0,madelon
V481,0.0017307692307692,SVC_0,0,madelon
V482,0.0010096153846153,SVC_0,0,madelon
V483,0.0012499999999999,SVC_0,0,madelon
V484,0.0022115384615384,SVC_0,0,madelon
V485,0.0007692307692307,SVC_0,0,madelon
V486,0.0010096153846153,SVC_0,0,madelon
V487,0.0007692307692307,SVC_0,0,madelon
V488,0.0022596153846153,SVC_0,0,madelon
V489,0.0006730769230769,SVC_0,0,madelon
V490,0.0012980769230769,SVC_0,0,madelon
V491,0.0017307692307692,SVC_0,0,madelon
V492,9.61538461538458e-05,SVC_0,0,madelon
V493,0.0011057692307692,SVC_0,0,madelon
V494,0.0146634615384614,SVC_0,0,madelon
V495,0.0008653846153846,SVC_0,0,madelon
V496,0.0011538461538461,SVC_0,0,madelon
V497,0.0009134615384615,SVC_0,0,madelon
V498,-9.61538461538458e-05,SVC_0,0,madelon
V499,0.004326923076923,SVC_0,0,madelon
V500,0.0016346153846153,SVC_0,0,madelon
V1,0.0,XGB_2,0,madelon
V2,0.0,XGB_2,0,madelon
V3,0.0,XGB_2,0,madelon
V4,0.0,XGB_2,0,madelon
V5,0.0,XGB_2,0,madelon
V6,0.0,XGB_2,0,madelon
V7,0.0,XGB_2,0,madelon
V8,0.0,XGB_2,0,madelon
V9,0.0,XGB_2,0,madelon
V10,0.0,XGB_2,0,madelon
V11,0.0,XGB_2,0,madelon
V12,0.0,XGB_2,0,madelon
V13,0.0,XGB_2,0,madelon
V14,0.0,XGB_2,0,madelon
V15,0.0,XGB_2,0,madelon
V16,0.0,XGB_2,0,madelon
V17,0.0,XGB_2,0,madelon
V18,0.0,XGB_2,0,madelon
V19,0.0,XGB_2,0,madelon
V20,0.0,XGB_2,0,madelon
V21,0.0,XGB_2,0,madelon
V22,0.0,XGB_2,0,madelon
V23,0.0,XGB_2,0,madelon
V24,0.0,XGB_2,0,madelon
V25,0.0,XGB_2,0,madelon
V26,0.0,XGB_2,0,madelon
V27,0.0,XGB_2,0,madelon
V28,0.0,XGB_2,0,madelon
V29,0.0,XGB_2,0,madelon
V30,0.0,XGB_2,0,madelon
V31,0.0,XGB_2,0,madelon
V32,0.0,XGB_2,0,madelon
V33,0.0,XGB_2,0,madelon
V34,0.0,XGB_2,0,madelon
V35,0.0,XGB_2,0,madelon
V36,0.0,XGB_2,0,madelon
V37,0.0,XGB_2,0,madelon
V38,0.0,XGB_2,0,madelon
V39,0.0,XGB_2,0,madelon
V40,0.0,XGB_2,0,madelon
V41,0.0,XGB_2,0,madelon
V42,0.0,XGB_2,0,madelon
V43,0.0,XGB_2,0,madelon
V44,0.0,XGB_2,0,madelon
V45,0.0,XGB_2,0,madelon
V46,0.0,XGB_2,0,madelon
V47,0.0,XGB_2,0,madelon
V48,0.0,XGB_2,0,madelon
V49,0.0172115384615385,XGB_2,0,madelon
V50,0.0,XGB_2,0,madelon
V51,0.0,XGB_2,0,madelon
V52,0.0,XGB_2,0,madelon
V53,0.0,XGB_2,0,madelon
V54,0.0,XGB_2,0,madelon
V55,0.0,XGB_2,0,madelon
V56,0.0,XGB_2,0,madelon
V57,0.0,XGB_2,0,madelon
V58,0.0,XGB_2,0,madelon
V59,0.0,XGB_2,0,madelon
V60,0.0,XGB_2,0,madelon
V61,0.0,XGB_2,0,madelon
V62,0.0,XGB_2,0,madelon
V63,0.0,XGB_2,0,madelon
V64,0.0,XGB_2,0,madelon
V65,0.0,XGB_2,0,madelon
V66,0.0,XGB_2,0,madelon
V67,0.0,XGB_2,0,madelon
V68,0.0,XGB_2,0,madelon
V69,0.0,XGB_2,0,madelon
V70,0.0,XGB_2,0,madelon
V71,0.0,XGB_2,0,madelon
V72,0.0,XGB_2,0,madelon
V73,0.0,XGB_2,0,madelon
V74,0.0,XGB_2,0,madelon
V75,0.0,XGB_2,0,madelon
V76,0.0,XGB_2,0,madelon
V77,0.0,XGB_2,0,madelon
V78,0.0,XGB_2,0,madelon
V79,0.0,XGB_2,0,madelon
V80,0.0,XGB_2,0,madelon
V81,0.0,XGB_2,0,madelon
V82,0.0,XGB_2,0,madelon
V83,0.0,XGB_2,0,madelon
V84,0.0,XGB_2,0,madelon
V85,0.0,XGB_2,0,madelon
V86,0.0,XGB_2,0,madelon
V87,0.0,XGB_2,0,madelon
V88,0.0,XGB_2,0,madelon
V89,0.0,XGB_2,0,madelon
V90,0.0,XGB_2,0,madelon
V91,0.0,XGB_2,0,madelon
V92,0.0,XGB_2,0,madelon
V93,0.0,XGB_2,0,madelon
V94,0.0,XGB_2,0,madelon
V95,0.0,XGB_2,0,madelon
V96,0.0,XGB_2,0,madelon
V97,0.0,XGB_2,0,madelon
V98,0.0,XGB_2,0,madelon
V99,0.0,XGB_2,0,madelon
V100,0.0,XGB_2,0,madelon
V101,0.0,XGB_2,0,madelon
V102,0.0,XGB_2,0,madelon
V103,0.0,XGB_2,0,madelon
V104,0.0,XGB_2,0,madelon
V105,0.0,XGB_2,0,madelon
V106,0.0,XGB_2,0,madelon
V107,0.0,XGB_2,0,madelon
V108,0.0,XGB_2,0,madelon
V109,0.0,XGB_2,0,madelon
V110,0.0,XGB_2,0,madelon
V111,0.0,XGB_2,0,madelon
V112,0.0,XGB_2,0,madelon
V113,0.0,XGB_2,0,madelon
V114,0.0,XGB_2,0,madelon
V115,0.0,XGB_2,0,madelon
V116,0.0,XGB_2,0,madelon
V117,0.0,XGB_2,0,madelon
V118,0.0,XGB_2,0,madelon
V119,0.0,XGB_2,0,madelon
V120,0.0,XGB_2,0,madelon
V121,0.0,XGB_2,0,madelon
V122,0.0,XGB_2,0,madelon
V123,0.0,XGB_2,0,madelon
V124,0.0,XGB_2,0,madelon
V125,0.0,XGB_2,0,madelon
V126,0.0,XGB_2,0,madelon
V127,0.0,XGB_2,0,madelon
V128,0.0,XGB_2,0,madelon
V129,0.0,XGB_2,0,madelon
V130,0.0,XGB_2,0,madelon
V131,0.0,XGB_2,0,madelon
V132,0.0,XGB_2,0,madelon
V133,0.0,XGB_2,0,madelon
V134,0.0,XGB_2,0,madelon
V135,0.0,XGB_2,0,madelon
V136,0.0,XGB_2,0,madelon
V137,0.0,XGB_2,0,madelon
V138,0.0,XGB_2,0,madelon
V139,0.0,XGB_2,0,madelon
V140,0.0,XGB_2,0,madelon
V141,0.0,XGB_2,0,madelon
V142,0.0,XGB_2,0,madelon
V143,0.0,XGB_2,0,madelon
V144,0.0,XGB_2,0,madelon
V145,0.0,XGB_2,0,madelon
V146,0.0,XGB_2,0,madelon
V147,0.0,XGB_2,0,madelon
V148,0.0,XGB_2,0,madelon
V149,0.0,XGB_2,0,madelon
V150,0.0,XGB_2,0,madelon
V151,0.0,XGB_2,0,madelon
V152,0.0,XGB_2,0,madelon
V153,0.0,XGB_2,0,madelon
V154,0.0012980769230769,XGB_2,0,madelon
V155,0.0,XGB_2,0,madelon
V156,0.0,XGB_2,0,madelon
V157,0.0,XGB_2,0,madelon
V158,0.0,XGB_2,0,madelon
V159,0.0,XGB_2,0,madelon
V160,0.0,XGB_2,0,madelon
V161,0.0,XGB_2,0,madelon
V162,0.0,XGB_2,0,madelon
V163,0.0,XGB_2,0,madelon
V164,0.0,XGB_2,0,madelon
V165,0.0,XGB_2,0,madelon
V166,0.0,XGB_2,0,madelon
V167,0.0,XGB_2,0,madelon
V168,0.0,XGB_2,0,madelon
V169,0.0,XGB_2,0,madelon
V170,0.0,XGB_2,0,madelon
V171,0.0,XGB_2,0,madelon
V172,0.0,XGB_2,0,madelon
V173,0.0,XGB_2,0,madelon
V174,0.0,XGB_2,0,madelon
V175,0.0,XGB_2,0,madelon
V176,0.0,XGB_2,0,madelon
V177,0.0,XGB_2,0,madelon
V178,0.0,XGB_2,0,madelon
V179,0.0,XGB_2,0,madelon
V180,0.0,XGB_2,0,madelon
V181,0.0,XGB_2,0,madelon
V182,0.0,XGB_2,0,madelon
V183,0.0,XGB_2,0,madelon
V184,0.0,XGB_2,0,madelon
V185,0.0,XGB_2,0,madelon
V186,0.0,XGB_2,0,madelon
V187,0.0,XGB_2,0,madelon
V188,0.0,XGB_2,0,madelon
V189,0.0,XGB_2,0,madelon
V190,0.0,XGB_2,0,madelon
V191,0.0,XGB_2,0,madelon
V192,0.0,XGB_2,0,madelon
V193,0.0,XGB_2,0,madelon
V194,0.0,XGB_2,0,madelon
V195,0.0,XGB_2,0,madelon
V196,0.0,XGB_2,0,madelon
V197,0.0,XGB_2,0,madelon
V198,0.0,XGB_2,0,madelon
V199,0.0,XGB_2,0,madelon
V200,0.0,XGB_2,0,madelon
V201,0.0,XGB_2,0,madelon
V202,0.0,XGB_2,0,madelon
V203,0.0,XGB_2,0,madelon
V204,0.0,XGB_2,0,madelon
V205,0.0,XGB_2,0,madelon
V206,0.0,XGB_2,0,madelon
V207,0.0,XGB_2,0,madelon
V208,0.0,XGB_2,0,madelon
V209,0.0,XGB_2,0,madelon
V210,0.0,XGB_2,0,madelon
V211,0.0,XGB_2,0,madelon
V212,0.0,XGB_2,0,madelon
V213,0.0,XGB_2,0,madelon
V214,0.0,XGB_2,0,madelon
V215,0.0,XGB_2,0,madelon
V216,0.0,XGB_2,0,madelon
V217,0.0,XGB_2,0,madelon
V218,0.0,XGB_2,0,madelon
V219,0.0,XGB_2,0,madelon
V220,0.0,XGB_2,0,madelon
V221,0.0,XGB_2,0,madelon
V222,0.0,XGB_2,0,madelon
V223,0.0,XGB_2,0,madelon
V224,0.0,XGB_2,0,madelon
V225,0.0,XGB_2,0,madelon
V226,0.0,XGB_2,0,madelon
V227,0.0,XGB_2,0,madelon
V228,0.0,XGB_2,0,madelon
V229,0.0,XGB_2,0,madelon
V230,0.0,XGB_2,0,madelon
V231,0.0,XGB_2,0,madelon
V232,0.0,XGB_2,0,madelon
V233,0.0,XGB_2,0,madelon
V234,0.0,XGB_2,0,madelon
V235,0.0,XGB_2,0,madelon
V236,0.0,XGB_2,0,madelon
V237,0.0,XGB_2,0,madelon
V238,0.0,XGB_2,0,madelon
V239,0.0,XGB_2,0,madelon
V240,0.0,XGB_2,0,madelon
V241,0.0,XGB_2,0,madelon
V242,0.0,XGB_2,0,madelon
V243,0.0,XGB_2,0,madelon
V244,0.0,XGB_2,0,madelon
V245,0.0,XGB_2,0,madelon
V246,0.0,XGB_2,0,madelon
V247,0.0,XGB_2,0,madelon
V248,0.0,XGB_2,0,madelon
V249,0.0,XGB_2,0,madelon
V250,0.0,XGB_2,0,madelon
V251,0.0,XGB_2,0,madelon
V252,0.0,XGB_2,0,madelon
V253,0.0,XGB_2,0,madelon
V254,0.0,XGB_2,0,madelon
V255,0.0,XGB_2,0,madelon
V256,0.0,XGB_2,0,madelon
V257,0.0,XGB_2,0,madelon
V258,0.0,XGB_2,0,madelon
V259,0.0,XGB_2,0,madelon
V260,0.0,XGB_2,0,madelon
V261,0.0,XGB_2,0,madelon
V262,0.0,XGB_2,0,madelon
V263,0.0,XGB_2,0,madelon
V264,0.0,XGB_2,0,madelon
V265,0.0,XGB_2,0,madelon
V266,0.0,XGB_2,0,madelon
V267,0.0,XGB_2,0,madelon
V268,0.0,XGB_2,0,madelon
V269,0.0,XGB_2,0,madelon
V270,0.0,XGB_2,0,madelon
V271,0.0,XGB_2,0,madelon
V272,0.0,XGB_2,0,madelon
V273,0.0,XGB_2,0,madelon
V274,0.0,XGB_2,0,madelon
V275,0.0,XGB_2,0,madelon
V276,0.0,XGB_2,0,madelon
V277,0.0,XGB_2,0,madelon
V278,0.0,XGB_2,0,madelon
V279,0.0,XGB_2,0,madelon
V280,0.0,XGB_2,0,madelon
V281,0.0,XGB_2,0,madelon
V282,0.0,XGB_2,0,madelon
V283,0.0,XGB_2,0,madelon
V284,0.0,XGB_2,0,madelon
V285,0.0,XGB_2,0,madelon
V286,0.0,XGB_2,0,madelon
V287,0.0,XGB_2,0,madelon
V288,0.0,XGB_2,0,madelon
V289,0.0,XGB_2,0,madelon
V290,0.0,XGB_2,0,madelon
V291,0.0,XGB_2,0,madelon
V292,0.0,XGB_2,0,madelon
V293,0.0,XGB_2,0,madelon
V294,0.0,XGB_2,0,madelon
V295,0.0,XGB_2,0,madelon
V296,0.0,XGB_2,0,madelon
V297,0.0,XGB_2,0,madelon
V298,0.0,XGB_2,0,madelon
V299,0.0,XGB_2,0,madelon
V300,0.0,XGB_2,0,madelon
V301,0.0,XGB_2,0,madelon
V302,0.0,XGB_2,0,madelon
V303,0.0,XGB_2,0,madelon
V304,0.0,XGB_2,0,madelon
V305,0.0,XGB_2,0,madelon
V306,0.0,XGB_2,0,madelon
V307,0.0,XGB_2,0,madelon
V308,0.0,XGB_2,0,madelon
V309,0.0,XGB_2,0,madelon
V310,0.0,XGB_2,0,madelon
V311,0.0,XGB_2,0,madelon
V312,0.0,XGB_2,0,madelon
V313,0.0,XGB_2,0,madelon
V314,0.0,XGB_2,0,madelon
V315,0.0,XGB_2,0,madelon
V316,0.0,XGB_2,0,madelon
V317,0.0,XGB_2,0,madelon
V318,0.0,XGB_2,0,madelon
V319,0.0010096153846153,XGB_2,0,madelon
V320,0.0,XGB_2,0,madelon
V321,0.0,XGB_2,0,madelon
V322,0.0,XGB_2,0,madelon
V323,0.0,XGB_2,0,madelon
V324,0.0,XGB_2,0,madelon
V325,0.0,XGB_2,0,madelon
V326,0.0,XGB_2,0,madelon
V327,0.0,XGB_2,0,madelon
V328,0.0,XGB_2,0,madelon
V329,0.0,XGB_2,0,madelon
V330,0.0,XGB_2,0,madelon
V331,0.0,XGB_2,0,madelon
V332,0.0,XGB_2,0,madelon
V333,0.0,XGB_2,0,madelon
